First name;Sur name;Issue count;Date of birth
Ebonee;Grobe;3;1939-02-19T00:00:00
Basia;Weide;7;1904-07-06T00:00:00
Nyssa;Oscar;0;2008-02-26T00:00:00
Karly;Craggie;16;1977-01-01T00:00:00
Dania;Pascia;8;1962-07-19T00:00:00
Stevana;Robertson;8;1902-04-01T00:00:00
Daune;Jalbert;2;1977-04-14T00:00:00
Brietta;Yate;19;2003-09-21T00:00:00
Carly;Fitzsimmons;4;2006-05-22T00:00:00
Mathilda;Hachmin;8;2008-01-12T00:00:00
Meghann;Wilona;14;1932-07-28T00:00:00
Charissa;Decato;16;1970-02-13T00:00:00
Shannah;Stanwood;0;1961-04-03T00:00:00
Evita;Dyche;0;1916-05-26T00:00:00
Claresta;Larochelle;12;2017-10-09T00:00:00
Shauna;Goldina;0;1910-05-31T00:00:00
Luci;Radu;1;1984-09-07T00:00:00
Kristan;Grobe;0;1968-01-25T00:00:00
Jasmina;Goldina;4;2003-08-14T00:00:00
Linzy;Lipson;6;1900-12-02T00:00:00
Nonnah;Levey;1;1936-03-24T00:00:00
Norine;Mauer;14;1954-06-22T00:00:00
Tera;Newell;0;2014-08-05T00:00:00
Nyssa;Warthman;14;1917-11-23T00:00:00
Maurene;Oscar;3;1931-12-17T00:00:00
Romona;McAdams;0;1952-10-25T00:00:00
Libbie;Selway;4;1950-11-08T00:00:00
Josephine;Azeria;15;2017-09-23T00:00:00
Courtnay;Koziara;5;1962-07-02T00:00:00
Wilma;Pip;10;1927-01-10T00:00:00
Frieda;Skurnik;2;1936-10-31T00:00:00
Debee;Kat;13;1994-02-14T00:00:00
Ronna;Couture;12;1941-07-13T00:00:00
Lynde;Melony;14;1943-11-06T00:00:00
Tybie;Faso;12;1990-11-06T00:00:00
Tina;Wareing;18;1966-04-02T00:00:00
Cristabel;Gilbertson;0;1993-01-30T00:00:00
Ayn;Joseph;10;1913-03-07T00:00:00
Magdalena;Adlare;8;1913-08-16T00:00:00
Priscilla;Revkah;3;2014-01-21T00:00:00
Ariela;Dituri;0;1967-04-01T00:00:00
Celene;Rogerio;0;1996-01-23T00:00:00
Shandie;Codding;15;1946-10-05T00:00:00
Cherilyn;Hieronymus;17;1903-06-12T00:00:00
Marleah;Toni;1;1909-11-14T00:00:00
Shannah;Kaete;17;1909-12-28T00:00:00
Edee;Colleen;1;2009-12-22T00:00:00
Carol-Jean;Knowling;18;1960-08-23T00:00:00
Alleen;Shelba;6;2001-02-14T00:00:00
Elbertina;Daveta;0;2006-12-11T00:00:00
Ellette;Scammon;0;1950-01-01T00:00:00
Allyce;Milson;0;1982-02-09T00:00:00
Dulcinea;Edee;6;1917-05-21T00:00:00
Chloris;Kesley;14;1957-01-24T00:00:00
Emylee;Kress;0;1995-04-09T00:00:00
Ivett;Ellerey;12;1987-09-26T00:00:00
Jackie;Fink;4;1940-09-04T00:00:00
Eolanda;Merell;0;1980-09-23T00:00:00
Kathi;Smitt;2;1936-03-06T00:00:00
Yetty;Strephon;0;2014-04-02T00:00:00
Lorne;Iphlgenia;9;1952-06-27T00:00:00
Chrystel;Diann;13;1933-10-29T00:00:00
Bobbi;Kendrick;17;1992-07-02T00:00:00
Laure;Noman;1;1948-01-07T00:00:00
Fernande;Thema;0;1994-12-10T00:00:00
Quintina;Latini;15;1967-10-31T00:00:00
Romona;Klotz;10;1911-12-10T00:00:00
Imojean;Francyne;11;1944-08-22T00:00:00
Laure;Gwenore;13;1905-04-12T00:00:00
Aigneis;Berard;16;1929-03-02T00:00:00
Iseabal;Alarise;4;2014-07-04T00:00:00
Blake;Milson;16;1983-07-22T00:00:00
Cecile;Fleeta;7;1905-03-14T00:00:00
Ginnie;Travax;16;1936-11-28T00:00:00
Brena;Payson;19;1959-08-28T00:00:00
Mamie;Grobe;10;1916-09-26T00:00:00
Rozele;Angelis;1;1941-08-15T00:00:00
Diena;Clywd;17;1958-03-02T00:00:00
Aurelie;Gladstone;8;1914-03-13T00:00:00
Raina;Lemuela;2;1931-05-10T00:00:00
Paule;Mozelle;14;1946-10-24T00:00:00
Lila;Fabiola;17;1953-06-02T00:00:00
Ardys;Revkah;10;1913-07-17T00:00:00
Fanny;Seumas;10;1940-04-04T00:00:00
Nyssa;Loeb;0;1982-05-29T00:00:00
Thalia;Barbey;20;2015-02-17T00:00:00
Christy;Stover;10;1988-03-20T00:00:00
Josephine;Brenn;11;1965-02-07T00:00:00
Hannis;Janith;7;1940-06-01T00:00:00
Georgina;Erminia;5;1954-09-02T00:00:00
Kristan;Grobe;7;1970-06-29T00:00:00
Ariela;Loring;2;1904-09-11T00:00:00
Lynnea;Jary;12;1971-01-06T00:00:00
Zsa Zsa;Lewes;13;1921-09-24T00:00:00
Flory;Pulsifer;0;2019-03-09T00:00:00
Lenna;Hashim;12;1921-02-08T00:00:00
Helsa;Sophronia;5;2013-01-01T00:00:00
Annora;Brunell;0;1959-10-27T00:00:00
Lucille;Kauppi;7;1959-05-11T00:00:00
Leeanne;Terrence;6;1983-03-24T00:00:00
Jobi;Linehan;0;1927-11-21T00:00:00
Kimberley;Johanna;3;1954-12-31T00:00:00
Lita;Rillings;4;1996-03-18T00:00:00
Atlanta;Ashok;6;1956-11-19T00:00:00
Henriette;Buckler;2;1989-10-31T00:00:00
Lyssa;Evvie;1;1939-03-17T00:00:00
Marnia;Kellby;2;1909-12-01T00:00:00
Lynea;Dyche;8;1940-10-15T00:00:00
Mary;Jacinda;14;1975-03-04T00:00:00
Hayley;Azeria;0;1962-12-12T00:00:00
Leeanne;Harday;6;1957-04-18T00:00:00
Berget;Moina;21;1949-07-24T00:00:00
Caressa;Horan;12;1933-02-19T00:00:00
Edyth;Albertine;7;1929-01-16T00:00:00
Sheree;Beebe;7;1957-04-20T00:00:00
Lexine;Wesle;9;2009-07-11T00:00:00
Ilse;Corabella;0;1976-08-04T00:00:00
Nariko;Mullane;0;2016-10-18T00:00:00
Micheline;Armanda;14;1962-01-29T00:00:00
Margette;Kalinda;3;2009-12-23T00:00:00
Viki;Ortrude;15;2016-04-14T00:00:00
Maisey;Saree;17;1952-08-16T00:00:00
Celene;Norvol;12;1913-07-14T00:00:00
Perry;Amadas;17;1973-03-10T00:00:00
Lusa;Anastatius;1;1901-05-27T00:00:00
Shannah;Swigart;0;1912-05-10T00:00:00
Jerry;Warthman;16;1989-02-26T00:00:00
Wileen;Terencio;13;1935-03-14T00:00:00
Ermengarde;Tillford;6;1948-11-15T00:00:00
Rhea;Dichy;12;1900-03-05T00:00:00
Clementine;Means;2;1967-07-05T00:00:00
Maridel;Letsou;12;1945-05-20T00:00:00
Carly;Nance;8;1911-11-29T00:00:00
Anestassia;Ogren;5;1999-05-03T00:00:00
Vivia;Anastatius;13;2018-05-03T00:00:00
Kalina;Clarissa;6;1952-07-20T00:00:00
Jerry;Maroney;0;1943-07-26T00:00:00
Lusa;Rad;12;1999-07-26T00:00:00
Vinita;Poppy;5;1985-01-31T00:00:00
Gianina;Kaja;0;2004-12-31T00:00:00
Florie;Klemperer;5;1957-08-23T00:00:00
Renae;Stephie;9;2000-10-03T00:00:00
Kristan;Horan;10;2014-05-29T00:00:00
Lacie;Milde;13;1929-04-04T00:00:00
Georgetta;Delacourt;16;1934-12-19T00:00:00
Cyndie;Bartlett;0;1922-01-17T00:00:00
Lusa;Trinetta;3;1980-06-01T00:00:00
Averyl;Tacye;10;2008-06-11T00:00:00
Jessamyn;Trace;15;1976-05-05T00:00:00
Pamella;Martguerita;14;1994-06-29T00:00:00
Melodie;Kirbee;7;1993-09-21T00:00:00
Fawne;Nea;13;1912-06-14T00:00:00
Lesly;Zola;9;1910-10-19T00:00:00
Tomasina;Clie;6;1968-05-21T00:00:00
Gisela;Trey;0;1932-11-16T00:00:00
Gabriellia;Astra;6;1921-10-11T00:00:00
Nelle;Killigrew;16;1982-03-23T00:00:00
Stevana;Adlare;1;1995-11-24T00:00:00
Annecorinne;Hathaway;15;1923-10-03T00:00:00
Hannis;Alcott;15;1975-10-07T00:00:00
Lynea;Terrence;1;1930-11-01T00:00:00
Sheelagh;Neils;3;1948-03-09T00:00:00
Arabel;Tatianas;6;2013-11-18T00:00:00
Sonni;Chem;14;1916-12-19T00:00:00
Tori;Ummersen;17;1959-01-13T00:00:00
Laurene;Hermes;13;1913-01-19T00:00:00
Cathyleen;Rillings;8;1915-01-10T00:00:00
Feliza;Leopold;17;1959-06-09T00:00:00
Joeann;Israeli;2;2011-06-29T00:00:00
Eugine;Martguerita;3;1929-08-31T00:00:00
Mariele;Shields;4;1939-09-29T00:00:00
Lyssa;Taima;11;1922-11-10T00:00:00
Dorene;Ajay;8;1988-05-16T00:00:00
Sam;Kress;9;1934-09-19T00:00:00
Peri;Leonard;0;1916-11-23T00:00:00
Fanny;Stelle;2;1985-12-10T00:00:00
Natka;Azeria;12;1942-12-01T00:00:00
Sybille;Flita;1;1998-05-27T00:00:00
Janis;Hieronymus;1;1982-10-21T00:00:00
Liana;Emmy;7;1946-08-26T00:00:00
Gerianna;Ingra;6;1927-04-28T00:00:00
Josephine;Bivins;0;1919-01-08T00:00:00
Ada;Colyer;3;1940-09-19T00:00:00
Charlena;Edvard;16;1962-06-10T00:00:00
Thalia;My;4;1943-04-04T00:00:00
Elfreda;Zamora;18;1987-05-11T00:00:00
Alyda;Colleen;0;1967-12-09T00:00:00
Hermione;Manolo;9;2012-02-15T00:00:00
Ruthe;Vins;7;2011-09-08T00:00:00
Nariko;Afton;13;1996-09-26T00:00:00
Helena;Pip;14;2013-05-24T00:00:00
Judy;Stav;8;1900-11-09T00:00:00
Taffy;Saree;8;1948-08-09T00:00:00
Priscilla;Camden;13;2017-08-24T00:00:00
Cacilie;Jacqui;8;2007-10-01T00:00:00
Violet;Smitt;0;1970-05-28T00:00:00
Alyssa;Joni;5;1901-02-12T00:00:00
Luci;Whiffen;3;1978-07-18T00:00:00
Christal;Bigner;1;1928-03-18T00:00:00
Silvana;Francene;0;1913-09-14T00:00:00
Alex;Hartnett;5;1946-12-27T00:00:00
Kore;Sinegold;4;1964-02-16T00:00:00
Larine;Randene;17;2003-02-17T00:00:00
Chloris;Marlie;4;2018-07-11T00:00:00
Maridel;McAdams;14;1978-06-08T00:00:00
Yolane;Miru;16;1999-04-14T00:00:00
Deloria;Minetta;0;1995-05-13T00:00:00
Lorenza;Macey;10;1930-06-04T00:00:00
Hayley;Kamaria;11;1959-08-08T00:00:00
Fayre;Khorma;16;1957-04-14T00:00:00
Addia;Stav;6;1986-03-20T00:00:00
Gabriellia;Afton;14;1979-07-09T00:00:00
Sophia;Briney;16;1945-03-19T00:00:00
Emylee;Astra;18;2007-06-23T00:00:00
Aurelie;Ovid;8;1923-05-26T00:00:00
Dede;Ferrell;7;1954-08-10T00:00:00
Raf;Anton;5;1968-05-26T00:00:00
Netty;Cressida;16;1951-11-07T00:00:00
Elbertina;Mitzi;0;1906-06-11T00:00:00
Winifred;Halla;1;2005-09-26T00:00:00
Elie;Tryck;10;1940-05-14T00:00:00
Barbi;Aida;11;1934-04-24T00:00:00
Ulrike;Remmer;0;1920-12-30T00:00:00
Modestia;Haerr;2;1941-11-26T00:00:00
Oona;Soneson;16;1918-12-11T00:00:00
Gabi;Corrine;12;1990-08-01T00:00:00
Bill;Oscar;0;1994-05-24T00:00:00
Patricia;Eachern;0;1958-05-20T00:00:00
Robbi;Cavan;0;1964-11-15T00:00:00
Meghann;Tacye;6;1924-07-10T00:00:00
Rozele;Wareing;7;1964-10-01T00:00:00
Robinia;Afton;5;1941-08-04T00:00:00
Marcelline;Evvie;1;1923-05-27T00:00:00
Elfreda;Giff;7;2006-05-20T00:00:00
Sarette;Gaal;6;1986-01-10T00:00:00
Agathe;Halsey;11;1951-04-02T00:00:00
Britte;Milde;11;1977-08-20T00:00:00
Linet;Eben;0;1951-08-05T00:00:00
Mellicent;Orlene;8;1992-02-24T00:00:00
Priscilla;Rolf;2;1909-06-08T00:00:00
Lolita;Moina;13;1958-11-30T00:00:00
Raquela;Sherrie;1;1949-02-22T00:00:00
Renie;Nester;7;1936-03-31T00:00:00
Cordi;Screens;0;1914-07-22T00:00:00
Dede;Waldron;7;1919-11-26T00:00:00
Jsandye;Wenoa;3;1913-07-14T00:00:00
Marjie;Stilwell;0;1958-11-20T00:00:00
Albertina;Dreda;17;1954-02-06T00:00:00
Madelle;Azeria;7;1900-09-09T00:00:00
Marinna;Roumell;1;1964-08-23T00:00:00
Carly;Helve;15;1973-10-22T00:00:00
Sonni;Creamer;0;2012-01-09T00:00:00
Karena;Taima;7;1977-01-03T00:00:00
Frank;Leffen;0;1941-08-27T00:00:00
Mariann;Weaks;7;2014-03-23T00:00:00
Delilah;Chobot;9;2019-09-27T00:00:00
Lorie;Baudin;5;1999-02-21T00:00:00
Ira;Azeria;8;1914-06-07T00:00:00
Angela;Helfand;6;1985-01-19T00:00:00
Tonia;Ulphia;0;2009-05-30T00:00:00
Tracey;Aida;6;1921-12-29T00:00:00
Jacenta;Giff;1;2001-01-14T00:00:00
Roxane;Masao;15;1987-09-29T00:00:00
Fanchon;Haymes;8;1958-07-29T00:00:00
Mallory;Saunderson;13;1942-07-26T00:00:00
Lilith;Stephie;0;1936-04-05T00:00:00
Daryl;Lalitta;12;1936-12-29T00:00:00
Justinn;Sheedy;15;1941-12-02T00:00:00
Mallory;Cristi;4;1905-07-25T00:00:00
Carilyn;Adlare;7;2012-09-14T00:00:00
Merci;Doig;0;2005-01-06T00:00:00
Maryellen;Hourigan;6;2011-10-08T00:00:00
Jessamyn;Jillane;3;1967-10-04T00:00:00
Lacie;Meli;17;1925-03-18T00:00:00
Misha;Desai;10;1960-07-01T00:00:00
Magdalena;Tillford;18;1913-10-07T00:00:00
Brynna;Douglass;4;2004-08-15T00:00:00
Karina;Charity;4;1976-10-15T00:00:00
Tobe;Diogenes;0;1923-08-03T00:00:00
Alia;Joeann;7;2015-07-12T00:00:00
Almeta;Kolnick;15;1948-12-29T00:00:00
Agnese;Truc;11;2008-02-24T00:00:00
Kristina;Ball;2;2013-02-25T00:00:00
Lusa;Boycey;5;1946-05-13T00:00:00
Wynne;Ciro;0;1907-07-04T00:00:00
Feliza;McLaughlin;0;1951-11-16T00:00:00
Dawn;Quinn;17;1983-04-21T00:00:00
Hannis;Izaak;11;1966-05-25T00:00:00
Kassey;Cassius;14;2013-10-31T00:00:00
Brietta;Regan;6;1980-02-01T00:00:00
Corene;Audly;10;1950-10-12T00:00:00
Letizia;Stacy;9;1908-06-08T00:00:00
Cassandra;Gunn;10;1915-05-25T00:00:00
Viviene;Hoenack;15;2004-10-29T00:00:00
Kellen;Rogerio;17;1963-09-29T00:00:00
Laure;Marden;0;1922-09-22T00:00:00
Karolina;Fax;16;1939-09-02T00:00:00
Ursulina;Hieronymus;6;1921-12-06T00:00:00
Alex;Bouchard;13;1938-04-09T00:00:00
Olwen;Ortrude;14;1937-11-11T00:00:00
Ottilie;Cleavland;7;1927-01-04T00:00:00
Sean;Lucienne;12;1939-06-19T00:00:00
Gale;Bultman;16;1904-01-16T00:00:00
Ketti;Pearse;0;1982-02-14T00:00:00
Orsola;Maurine;7;1940-11-03T00:00:00
Ayn;Eckblad;0;1909-07-13T00:00:00
Ada;Syd;14;1953-10-28T00:00:00
Moyna;Sinegold;18;2010-06-29T00:00:00
Deedee;Elbertina;19;1983-07-10T00:00:00
Ellette;Bertold;2;1940-11-07T00:00:00
Layla;Douglass;5;1982-03-19T00:00:00
Henriette;Buttaro;11;1975-12-16T00:00:00
Zia;Erich;0;1939-02-22T00:00:00
Chastity;Flyn;12;1914-12-03T00:00:00
Georgina;Georas;5;1901-04-18T00:00:00
Brooks;Ursulette;6;1909-10-15T00:00:00
Chloris;Rogerio;0;1926-06-02T00:00:00
Kellen;Jess;19;1921-10-12T00:00:00
Catharine;Dunkin;9;1981-12-24T00:00:00
Noelle;O'Neill;9;1985-03-03T00:00:00
Dulce;Maples;5;2014-11-21T00:00:00
Evita;Cressida;9;1958-05-11T00:00:00
Lorie;Ophelia;15;2006-09-09T00:00:00
Cacilie;Ehrman;3;1980-04-19T00:00:00
Mahalia;Lumbard;2;1981-08-31T00:00:00
Claudina;Lymann;12;2017-12-30T00:00:00
Sean;Lorain;12;1915-04-20T00:00:00
Estell;Letsou;2;1989-02-05T00:00:00
Codie;Durante;6;1911-06-28T00:00:00
Bettine;Tannie;6;1913-10-03T00:00:00
Meriel;Baudin;11;1914-06-22T00:00:00
Atlanta;Sophronia;11;1985-01-18T00:00:00
Flory;Merell;5;1923-12-05T00:00:00
Kara-Lynn;Phyllis;0;1906-08-13T00:00:00
Damaris;Rogerio;5;1983-09-03T00:00:00
Modestia;Rolf;5;1962-07-06T00:00:00
Annaliese;Ulphia;12;2010-12-26T00:00:00
Roberta;Leary;8;1970-02-27T00:00:00
Cecile;Shirberg;16;1978-10-30T00:00:00
Latisha;Wadell;8;1986-06-17T00:00:00
Marcy;Jeanne;5;1930-12-02T00:00:00
Cissiee;Casimir;14;1906-02-03T00:00:00
Trixi;Ader;2;1942-11-27T00:00:00
Dulcinea;Mozelle;16;1925-10-24T00:00:00
Flory;Rugen;0;1959-08-27T00:00:00
Rhoda;Girardo;6;1942-07-08T00:00:00
Agathe;Sherfield;3;1929-11-07T00:00:00
Gale;Aprile;5;1973-01-06T00:00:00
Sherrie;Kylander;11;1981-09-22T00:00:00
Christian;Ilka;8;2013-05-10T00:00:00
Aurelie;Alcott;1;1942-04-14T00:00:00
Lelah;Wu;7;2013-01-22T00:00:00
Joy;Kress;0;2007-05-31T00:00:00
Correy;Lauraine;1;1980-05-28T00:00:00
Chrystel;Howlyn;13;1989-07-24T00:00:00
Tierney;Dalli;3;1920-09-26T00:00:00
Cissiee;Chrystel;2;2019-01-29T00:00:00
Dulce;Hoban;4;1997-08-31T00:00:00
Albertina;Frendel;3;1990-08-13T00:00:00
Amii;Dunkin;15;2009-11-30T00:00:00
Aeriela;Shaver;0;1920-06-27T00:00:00
Adriana;Schlosser;8;1952-02-12T00:00:00
Paola;Yoko;10;1930-01-15T00:00:00
Dianemarie;Kellby;12;1957-10-15T00:00:00
Kristina;Docilla;5;2010-09-14T00:00:00
Gwenneth;Salchunas;6;1950-07-14T00:00:00
Lily;Merriott;14;1921-10-29T00:00:00
Daune;Darbie;3;1914-10-04T00:00:00
Genevra;Frodi;0;1989-11-29T00:00:00
Henriette;Orpah;1;1902-02-10T00:00:00
Christal;Lia;0;1902-06-28T00:00:00
Kristan;Dermott;4;1993-09-16T00:00:00
Charmaine;Cristi;12;1999-12-25T00:00:00
Donetta;Cecile;3;1924-07-31T00:00:00
Christy;Kress;0;1946-05-10T00:00:00
Sonni;Milson;5;1953-12-05T00:00:00
Kerrin;Frendel;6;2016-10-20T00:00:00
Hope;Rosette;18;1903-06-05T00:00:00
Viviene;Kronfeld;6;2007-05-17T00:00:00
Joane;Taima;11;1992-05-27T00:00:00
Modestia;Taima;3;1904-02-05T00:00:00
Tera;Robertson;8;1969-11-17T00:00:00
Caryl;Urania;2;2016-08-23T00:00:00
Willetta;Gale;5;2005-10-08T00:00:00
Paule;Vilma;14;2011-06-11T00:00:00
Carlie;Bluh;7;1966-05-22T00:00:00
Miquela;Eiser;10;1947-03-17T00:00:00
Nikki;Oriana;11;1965-05-07T00:00:00
Lindie;Fulmer;7;2010-12-28T00:00:00
Valli;Lorenz;1;1966-06-19T00:00:00
Ekaterina;Damarra;11;1951-01-20T00:00:00
Ricky;Kiyoshi;0;1901-06-06T00:00:00
Kial;Malanie;9;1917-11-20T00:00:00
Roseline;Claudine;15;1943-05-15T00:00:00
Amii;Olin;0;1980-04-06T00:00:00
Caryl;Presber;0;2018-07-04T00:00:00
Berget;Braun;9;1957-12-04T00:00:00
Tiffie;Sidonius;7;2001-11-28T00:00:00
Kayla;Delila;11;1970-12-14T00:00:00
Jordan;Taam;5;1901-02-23T00:00:00
Glenda;Woodberry;5;1994-09-13T00:00:00
Allyce;Pernick;0;1903-05-22T00:00:00
Silvana;Bollay;5;1944-02-16T00:00:00
Jacquetta;Kussell;5;1946-05-24T00:00:00
Corry;Ricarda;15;1917-05-06T00:00:00
Hayley;Belanger;4;1971-05-19T00:00:00
Shauna;Carvey;6;1979-03-15T00:00:00
Gisela;Dorine;0;1926-01-28T00:00:00
Nerta;McNully;0;2018-04-07T00:00:00
Joelly;Bord;12;1989-09-27T00:00:00
Ebonee;Naor;12;2012-05-18T00:00:00
Rivalee;Hubert;8;1944-10-20T00:00:00
Jenilee;Narton;15;1963-07-13T00:00:00
Katleen;Kolnick;1;2005-02-22T00:00:00
Gui;Schwejda;18;1947-10-11T00:00:00
Bettine;Heisel;14;1917-08-13T00:00:00
Beth;Adlare;11;1936-06-11T00:00:00
Delilah;Hanshaw;18;2007-10-05T00:00:00
Doro;Erb;9;1924-10-24T00:00:00
Daryl;Zaslow;12;1968-11-12T00:00:00
Annora;Ephrem;2;1995-04-17T00:00:00
Hildegaard;Thar;15;1926-02-06T00:00:00
Ezmeralda;Lumbard;8;2009-05-06T00:00:00
Penelopa;Johnsson;6;2009-08-29T00:00:00
Kore;Earlie;11;1917-02-22T00:00:00
Jany;Bonilla;7;1901-07-29T00:00:00
Mathilda;McClimans;6;2001-10-18T00:00:00
Cyb;Warthman;0;1900-12-07T00:00:00
Cathyleen;Timon;10;1972-05-27T00:00:00
Merle;Scammon;0;1923-08-13T00:00:00
Willetta;Kronfeld;2;1931-02-14T00:00:00
Marleah;Klemperer;0;2011-06-20T00:00:00
Fred;Imelida;7;2012-08-14T00:00:00
Chere;Ellerey;0;1960-11-19T00:00:00
Hannis;Pearse;2;1909-03-29T00:00:00
Hope;Tufts;5;1921-09-25T00:00:00
Marcy;Rona;1;1936-01-24T00:00:00
Melina;Othilia;2;2012-09-27T00:00:00
Rosaline;Mandler;1;1925-12-03T00:00:00
Aimil;Forrer;3;1903-04-27T00:00:00
Gui;Peg;5;1974-06-08T00:00:00
Lauryn;Taam;2;1976-02-17T00:00:00
Neila;Millda;13;1950-04-14T00:00:00
Harmonia;Pettiford;6;1936-11-21T00:00:00
Adelle;Blake;12;2004-10-08T00:00:00
Tiffie;Israeli;12;1907-06-17T00:00:00
Britte;Bord;4;1975-07-07T00:00:00
Annabela;Ovid;14;1965-02-18T00:00:00
Gabi;Nelsen;13;1977-06-15T00:00:00
Ermengarde;Riva;13;1961-01-26T00:00:00
Chandra;Catie;16;1952-09-04T00:00:00
Nataline;Meli;2;1918-03-17T00:00:00
Lolita;Olnee;15;2001-12-27T00:00:00
Alex;Slifka;10;2016-07-07T00:00:00
Brynna;Gordon;17;1993-08-15T00:00:00
Rivalee;Tound;5;2014-01-07T00:00:00
Rivalee;Sherrie;14;2001-08-10T00:00:00
Kristina;Sandye;11;1908-06-01T00:00:00
Liana;Anestassia;4;1970-01-26T00:00:00
Brana;Anestassia;1;1964-06-06T00:00:00
Coral;Karna;2;2008-07-12T00:00:00
Talya;Pelagias;4;1962-08-08T00:00:00
Helsa;Tarrant;7;1943-03-22T00:00:00
Ottilie;Sekofski;1;1926-03-22T00:00:00
Myrtice;Roscoe;3;1954-09-03T00:00:00
Catrina;Friede;0;1927-01-20T00:00:00
Janis;Linskey;10;1908-11-17T00:00:00
Cristine;Berne;0;2012-03-18T00:00:00
Raf;Timon;5;1932-03-04T00:00:00
Shaine;Autrey;16;1955-09-06T00:00:00
Jackie;Barbey;6;1905-02-20T00:00:00
Corina;Brieta;4;2007-01-07T00:00:00
Lindie;Hubert;9;1949-12-28T00:00:00
Meghann;Neva;0;1924-11-24T00:00:00
Pierette;Hunfredo;2;1961-01-24T00:00:00
Brandise;Doig;14;2013-06-17T00:00:00
Oralee;Ax;6;2000-04-25T00:00:00
Andree;Breed;2;1970-05-01T00:00:00
Theodora;Anselmi;19;2004-12-14T00:00:00
Alexine;Alcott;15;1911-02-20T00:00:00
Sabina;Buffum;5;1962-07-21T00:00:00
Marline;Carlson;0;1997-12-14T00:00:00
Regina;Daniele;7;1934-01-23T00:00:00
Nelle;Macey;1;1999-02-16T00:00:00
Merry;Truc;1;1998-10-29T00:00:00
Magdalena;Dorothy;1;1917-07-08T00:00:00
Doro;Hoenack;0;1974-09-15T00:00:00
Julieta;Bluh;15;1961-04-17T00:00:00
Gwyneth;Ader;13;1908-03-26T00:00:00
Selia;Ciro;10;1942-06-06T00:00:00
Amalie;Hermes;11;1992-04-19T00:00:00
Ezmeralda;Zaslow;14;1986-07-26T00:00:00
Audrie;Felecia;0;1904-04-21T00:00:00
Vivia;Terencio;10;2014-04-02T00:00:00
Jacenta;Helve;0;1909-04-25T00:00:00
Janeczka;Dominy;2;1936-11-19T00:00:00
June;Hewitt;15;1980-07-24T00:00:00
Bertine;Beniamino;13;1900-05-08T00:00:00
Mallory;Bertold;16;1928-06-24T00:00:00
Aigneis;Stilwell;0;1965-11-30T00:00:00
Phylis;Bultman;11;1966-09-29T00:00:00
Althea;Tremayne;3;1996-10-04T00:00:00
Sam;Cottle;19;1999-11-14T00:00:00
Felice;Justinn;16;1951-04-07T00:00:00
Courtnay;Hebner;15;2006-01-31T00:00:00
Jean;Telfer;6;1995-03-18T00:00:00
Trudie;Kravits;13;1983-08-13T00:00:00
Ariela;Bord;10;1979-11-03T00:00:00
Charissa;Afton;9;1981-08-26T00:00:00
Corly;Yusuk;16;1929-12-07T00:00:00
Janenna;Podvin;5;1942-10-09T00:00:00
Meg;Dowski;5;1995-08-15T00:00:00
Shirlee;Lynn;17;1958-02-05T00:00:00
Roberta;Kirbee;5;1907-06-17T00:00:00
Liana;Breed;8;1951-09-22T00:00:00
Shirlee;Joseph;8;1949-07-05T00:00:00
Lynea;Randene;13;2004-11-04T00:00:00
Claresta;Edmund;0;1987-02-28T00:00:00
Marylou;Millda;0;1913-05-05T00:00:00
Mallory;Westphal;10;1980-01-05T00:00:00
Dania;Morrill;0;2003-08-21T00:00:00
Romona;Glenden;13;2017-06-12T00:00:00
Pierette;Melleta;0;2011-03-06T00:00:00
Mireielle;Sikorski;17;2004-07-31T00:00:00
Bernardine;Chandler;0;2001-03-31T00:00:00
Chastity;Gwenore;2;1973-01-19T00:00:00
Viki;Raama;4;1976-12-27T00:00:00
Misha;Solitta;13;1916-12-14T00:00:00
Jeanna;McNully;2;1983-04-11T00:00:00
Lacie;Peti;4;1988-04-02T00:00:00
Shandie;Eno;15;1901-08-21T00:00:00
Corina;Himelman;16;1903-01-11T00:00:00
Raquela;Tristram;2;1922-04-02T00:00:00
Cyndie;Keily;12;1910-03-11T00:00:00
Jaclyn;Alexandr;15;1981-10-15T00:00:00
Christal;Edmund;1;1985-05-17T00:00:00
Agnese;Bow;8;1903-01-09T00:00:00
Paulita;Boehike;0;1992-01-30T00:00:00
Letizia;Rheingold;17;2011-06-30T00:00:00
Roseline;Nelsen;10;1961-09-04T00:00:00
Caritta;Kiyoshi;2;1900-11-20T00:00:00
Frank;Gavrila;8;1920-10-23T00:00:00
Regina;Juan;4;1914-06-30T00:00:00
Gavrielle;Narton;3;1959-04-09T00:00:00
Bibby;Gower;13;1933-09-10T00:00:00
Gabi;Ammann;8;1954-02-16T00:00:00
Aurore;Erminia;18;1978-09-14T00:00:00
Adore;Sparhawk;0;1911-11-15T00:00:00
Danika;Nedrud;8;1957-11-15T00:00:00
Kore;Erskine;2;1906-11-21T00:00:00
Lisette;Seumas;11;1961-12-15T00:00:00
Ann-Marie;Urania;4;2003-08-30T00:00:00
Myriam;Chem;12;1990-09-29T00:00:00
Marline;Cookie;9;1945-05-25T00:00:00
Nariko;Olympium;4;1983-01-11T00:00:00
Nollie;Thilda;0;1904-09-25T00:00:00
Bobinette;Faro;14;1954-02-01T00:00:00
Tani;Hoban;6;1943-10-25T00:00:00
Caritta;Vorster;11;1965-02-20T00:00:00
